starttime	seconds	ctime	dtime	ttime	wait
Sun Jan 03 12:41:53 2021	1609674113	105	973	1078	405
Sun Jan 03 12:41:52 2021	1609674112	113	965	1078	344
Sun Jan 03 12:42:02 2021	1609674122	107	972	1078	311
Sun Jan 03 12:41:42 2021	1609674102	106	974	1080	404
Sun Jan 03 12:41:44 2021	1609674104	114	968	1082	295
Sun Jan 03 12:42:01 2021	1609674121	106	976	1082	365
Sun Jan 03 12:41:53 2021	1609674113	101	983	1083	299
Sun Jan 03 12:41:49 2021	1609674109	114	970	1084	296
Sun Jan 03 12:41:42 2021	1609674102	119	966	1085	363
Sun Jan 03 12:41:58 2021	1609674118	103	983	1086	484
Sun Jan 03 12:42:00 2021	1609674120	105	981	1086	342
Sun Jan 03 12:41:48 2021	1609674108	108	979	1087	349
Sun Jan 03 12:41:43 2021	1609674103	106	983	1089	357
Sun Jan 03 12:41:52 2021	1609674112	104	985	1089	385
Sun Jan 03 12:41:53 2021	1609674113	105	986	1091	413
Sun Jan 03 12:41:48 2021	1609674108	113	978	1091	198
Sun Jan 03 12:42:00 2021	1609674120	109	984	1093	370
Sun Jan 03 12:42:02 2021	1609674122	108	985	1093	413
Sun Jan 03 12:41:53 2021	1609674113	121	973	1094	470
Sun Jan 03 12:42:00 2021	1609674120	103	993	1096	371
Sun Jan 03 12:41:57 2021	1609674117	102	995	1097	359
Sun Jan 03 12:41:48 2021	1609674108	113	985	1097	432
Sun Jan 03 12:42:00 2021	1609674120	112	986	1098	396
Sun Jan 03 12:41:58 2021	1609674118	100	1000	1100	344
Sun Jan 03 12:41:55 2021	1609674115	114	987	1101	428
Sun Jan 03 12:42:01 2021	1609674121	116	986	1101	377
Sun Jan 03 12:42:02 2021	1609674122	116	986	1101	353
Sun Jan 03 12:42:00 2021	1609674120	103	999	1102	385
Sun Jan 03 12:41:47 2021	1609674107	105	998	1103	308
Sun Jan 03 12:42:02 2021	1609674122	100	1005	1105	454
Sun Jan 03 12:42:04 2021	1609674124	113	993	1106	410
Sun Jan 03 12:41:43 2021	1609674103	113	993	1106	315
Sun Jan 03 12:41:48 2021	1609674108	104	1003	1106	363
Sun Jan 03 12:41:48 2021	1609674108	118	989	1107	174
Sun Jan 03 12:41:48 2021	1609674108	106	1004	1109	368
Sun Jan 03 12:41:57 2021	1609674117	106	1005	1111	466
Sun Jan 03 12:41:51 2021	1609674111	106	1005	1111	350
Sun Jan 03 12:41:43 2021	1609674103	118	993	1111	320
Sun Jan 03 12:41:42 2021	1609674102	106	1006	1112	396
Sun Jan 03 12:41:53 2021	1609674113	114	998	1112	395
Sun Jan 03 12:42:01 2021	1609674121	104	1008	1112	329
Sun Jan 03 12:41:57 2021	1609674117	108	1005	1114	380
Sun Jan 03 12:41:44 2021	1609674104	102	1013	1115	425
Sun Jan 03 12:42:02 2021	1609674122	99	1019	1118	422
Sun Jan 03 12:41:52 2021	1609674112	104	1014	1118	510
Sun Jan 03 12:41:54 2021	1609674114	117	1001	1118	251
Sun Jan 03 12:41:46 2021	1609674106	114	1005	1119	315
Sun Jan 03 12:41:48 2021	1609674108	102	1017	1120	410
Sun Jan 03 12:41:44 2021	1609674104	101	1021	1122	329
Sun Jan 03 12:42:02 2021	1609674122	115	1007	1122	425
Sun Jan 03 12:42:01 2021	1609674121	131	991	1122	360
Sun Jan 03 12:41:49 2021	1609674109	103	1020	1123	348
Sun Jan 03 12:41:58 2021	1609674118	104	1020	1124	394
Sun Jan 03 12:41:48 2021	1609674108	113	1012	1124	434
Sun Jan 03 12:42:00 2021	1609674120	103	1025	1127	377
Sun Jan 03 12:42:02 2021	1609674122	113	1014	1128	429
Sun Jan 03 12:41:53 2021	1609674113	119	1011	1130	345
Sun Jan 03 12:41:44 2021	1609674104	104	1027	1131	428
Sun Jan 03 12:42:01 2021	1609674121	112	1021	1133	444
Sun Jan 03 12:41:57 2021	1609674117	100	1033	1133	379
Sun Jan 03 12:41:52 2021	1609674112	106	1027	1134	406
Sun Jan 03 12:42:04 2021	1609674124	112	1022	1134	386
Sun Jan 03 12:41:48 2021	1609674108	109	1028	1137	416
Sun Jan 03 12:41:52 2021	1609674112	107	1030	1137	436
Sun Jan 03 12:41:48 2021	1609674108	117	1024	1141	441
Sun Jan 03 12:41:44 2021	1609674104	104	1037	1142	398
Sun Jan 03 12:41:53 2021	1609674113	121	1021	1142	521
Sun Jan 03 12:42:02 2021	1609674122	104	1039	1143	430
Sun Jan 03 12:41:52 2021	1609674112	114	1030	1144	376
Sun Jan 03 12:41:41 2021	1609674101	106	1038	1144	430
Sun Jan 03 12:41:57 2021	1609674117	103	1042	1144	386
Sun Jan 03 12:42:02 2021	1609674122	114	1031	1145	443
Sun Jan 03 12:41:57 2021	1609674117	104	1043	1147	523
Sun Jan 03 12:41:48 2021	1609674108	99	1049	1148	420
Sun Jan 03 12:41:48 2021	1609674108	108	1043	1151	367
Sun Jan 03 12:41:53 2021	1609674113	111	1040	1151	540
Sun Jan 03 12:41:53 2021	1609674113	114	1037	1151	535
Sun Jan 03 12:42:02 2021	1609674122	107	1045	1152	452
Sun Jan 03 12:41:57 2021	1609674117	108	1048	1157	451
Sun Jan 03 12:41:43 2021	1609674103	112	1045	1157	248
Sun Jan 03 12:41:48 2021	1609674108	102	1056	1158	391
Sun Jan 03 12:41:55 2021	1609674115	109	1053	1162	398
Sun Jan 03 12:41:41 2021	1609674101	107	1062	1169	415
Sun Jan 03 12:42:00 2021	1609674120	104	1066	1170	418
Sun Jan 03 12:41:49 2021	1609674109	105	1065	1170	415
Sun Jan 03 12:42:00 2021	1609674120	114	1056	1170	365
Sun Jan 03 12:41:47 2021	1609674107	117	1056	1172	530
Sun Jan 03 12:42:02 2021	1609674122	110	1064	1175	470
Sun Jan 03 12:41:58 2021	1609674118	107	1070	1176	562
Sun Jan 03 12:41:53 2021	1609674113	102	1076	1178	438
Sun Jan 03 12:41:58 2021	1609674118	112	1071	1183	447
Sun Jan 03 12:41:48 2021	1609674108	113	1073	1187	450
Sun Jan 03 12:42:02 2021	1609674122	129	1060	1189	473
Sun Jan 03 12:41:51 2021	1609674111	104	1086	1191	582
Sun Jan 03 12:42:02 2021	1609674122	113	1080	1193	475
Sun Jan 03 12:41:58 2021	1609674118	104	1089	1194	581
Sun Jan 03 12:41:52 2021	1609674112	113	1083	1196	392
Sun Jan 03 12:41:53 2021	1609674113	104	1092	1196	590
Sun Jan 03 12:41:57 2021	1609674117	102	1098	1200	391
Sun Jan 03 12:42:01 2021	1609674121	104	1100	1204	537
Sun Jan 03 12:42:02 2021	1609674122	105	1101	1205	427
Sun Jan 03 12:41:57 2021	1609674117	123	1087	1210	283
Sun Jan 03 12:41:58 2021	1609674118	104	1107	1211	595
