starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 06 22:39:20 2021	1609969160	106	3106	3211	2551
Wed Jan 06 22:39:20 2021	1609969160	105	3111	3216	2611
Wed Jan 06 22:39:18 2021	1609969158	122	3105	3228	2583
Wed Jan 06 22:39:11 2021	1609969151	110	3118	3229	2620
Wed Jan 06 22:39:16 2021	1609969156	104	3131	3235	2594
Wed Jan 06 22:39:53 2021	1609969193	118	3125	3243	2624
Wed Jan 06 22:39:19 2021	1609969159	112	3142	3254	2644
Wed Jan 06 22:39:19 2021	1609969159	105	3162	3267	2660
Wed Jan 06 22:39:14 2021	1609969154	115	3155	3270	2636
Wed Jan 06 22:39:14 2021	1609969154	113	3162	3275	2661
Wed Jan 06 22:39:54 2021	1609969194	102	3182	3284	1607
Wed Jan 06 22:39:52 2021	1609969192	105	3186	3292	2685
Wed Jan 06 22:39:11 2021	1609969151	104	3188	3292	2689
Wed Jan 06 22:39:13 2021	1609969153	98	3207	3305	2705
Wed Jan 06 22:39:20 2021	1609969160	105	3202	3307	2684
Wed Jan 06 22:39:52 2021	1609969192	101	3207	3308	2700
Wed Jan 06 22:39:52 2021	1609969192	115	3206	3321	2707
Wed Jan 06 22:39:06 2021	1609969146	158	3168	3326	2666
Wed Jan 06 22:39:21 2021	1609969161	104	3225	3329	2715
Wed Jan 06 22:39:36 2021	1609969176	102	3230	3332	2728
Wed Jan 06 22:39:11 2021	1609969151	111	3223	3335	2719
Wed Jan 06 22:39:15 2021	1609969155	111	3235	3346	2732
Wed Jan 06 22:39:11 2021	1609969151	102	3247	3349	2746
Wed Jan 06 22:39:16 2021	1609969156	104	3246	3350	2725
Wed Jan 06 22:39:53 2021	1609969193	103	3250	3353	2747
Wed Jan 06 22:39:27 2021	1609969167	108	3245	3353	2743
Wed Jan 06 22:39:14 2021	1609969154	113	3244	3357	2743
Wed Jan 06 22:39:30 2021	1609969170	113	3251	3364	2755
Wed Jan 06 22:39:52 2021	1609969192	103	3269	3372	2765
Wed Jan 06 22:39:53 2021	1609969193	101	3275	3376	2753
Wed Jan 06 22:39:06 2021	1609969146	154	3223	3378	2722
Wed Jan 06 22:39:06 2021	1609969146	142	3237	3379	2737
Wed Jan 06 22:39:18 2021	1609969158	112	3274	3386	2772
Wed Jan 06 22:39:16 2021	1609969156	111	3278	3389	2774
Wed Jan 06 22:39:29 2021	1609969169	113	3280	3392	2755
Wed Jan 06 22:39:15 2021	1609969155	101	3293	3394	2786
Wed Jan 06 22:39:18 2021	1609969158	100	3303	3403	2800
Wed Jan 06 22:39:35 2021	1609969175	104	3302	3406	2799
Wed Jan 06 22:39:41 2021	1609969181	106	3304	3410	2798
Wed Jan 06 22:39:11 2021	1609969151	101	3313	3414	2805
Wed Jan 06 22:39:11 2021	1609969151	103	3313	3416	2804
Wed Jan 06 22:39:18 2021	1609969158	114	3302	3416	2796
Wed Jan 06 22:39:35 2021	1609969175	98	3321	3419	2816
Wed Jan 06 22:39:12 2021	1609969152	105	3317	3421	2823
Wed Jan 06 22:39:15 2021	1609969155	99	3323	3422	2747
Wed Jan 06 22:39:52 2021	1609969192	105	3317	3422	2812
Wed Jan 06 22:39:14 2021	1609969154	107	3318	3425	2814
Wed Jan 06 22:39:06 2021	1609969146	154	3276	3430	2757
Wed Jan 06 22:39:14 2021	1609969154	104	3327	3431	2797
Wed Jan 06 22:39:15 2021	1609969155	105	3327	3432	2816
Wed Jan 06 22:39:09 2021	1609969149	108	3326	3433	2828
Wed Jan 06 22:39:20 2021	1609969160	105	3331	3436	2822
Wed Jan 06 22:39:18 2021	1609969158	123	3316	3438	2804
Wed Jan 06 22:39:15 2021	1609969155	98	3345	3442	2844
Wed Jan 06 22:39:08 2021	1609969148	103	3342	3445	2836
Wed Jan 06 22:39:18 2021	1609969158	111	3335	3446	2835
Wed Jan 06 22:39:19 2021	1609969159	108	3342	3450	2827
Wed Jan 06 22:39:15 2021	1609969155	105	3351	3455	2845
Wed Jan 06 22:39:52 2021	1609969192	103	3353	3456	2846
Wed Jan 06 22:39:14 2021	1609969154	114	3343	3458	2838
Wed Jan 06 22:39:11 2021	1609969151	101	3360	3461	2856
Wed Jan 06 22:39:52 2021	1609969192	106	3362	3468	2857
Wed Jan 06 22:39:13 2021	1609969153	104	3367	3471	2848
Wed Jan 06 22:39:17 2021	1609969157	107	3367	3474	2864
Wed Jan 06 22:39:14 2021	1609969154	120	3357	3476	2824
Wed Jan 06 22:39:18 2021	1609969158	115	3362	3476	2857
Wed Jan 06 22:39:20 2021	1609969160	103	3374	3477	2870
Wed Jan 06 22:39:16 2021	1609969156	115	3369	3483	2847
Wed Jan 06 22:39:20 2021	1609969160	113	3372	3484	2859
Wed Jan 06 22:39:15 2021	1609969155	111	3378	3489	2882
Wed Jan 06 22:39:16 2021	1609969156	104	3385	3489	2884
Wed Jan 06 22:39:21 2021	1609969161	104	3387	3491	2890
