starttime	seconds	ctime	dtime	ttime	wait
Fri Jan 08 16:28:38 2021	1610119718	141	975	1116	970
Fri Jan 08 16:28:56 2021	1610119736	160	960	1119	940
Fri Jan 08 16:28:32 2021	1610119712	166	957	1123	953
Fri Jan 08 16:28:56 2021	1610119736	164	960	1124	959
Fri Jan 08 16:28:39 2021	1610119719	145	987	1132	973
Fri Jan 08 16:28:54 2021	1610119734	137	1001	1138	1001
Fri Jan 08 16:28:48 2021	1610119728	142	998	1141	981
Fri Jan 08 16:28:54 2021	1610119734	143	1003	1146	997
Fri Jan 08 16:28:42 2021	1610119722	158	991	1150	991
Fri Jan 08 16:28:54 2021	1610119734	132	1021	1153	1021
Fri Jan 08 16:28:24 2021	1610119704	126	1039	1165	1009
Fri Jan 08 16:28:26 2021	1610119706	141	1028	1169	813
Fri Jan 08 16:28:48 2021	1610119728	145	1038	1183	1037
Fri Jan 08 16:28:42 2021	1610119722	144	1042	1185	1026
Fri Jan 08 16:28:54 2021	1610119734	150	1041	1190	1039
Fri Jan 08 16:28:54 2021	1610119734	132	1065	1197	1056
Fri Jan 08 16:28:45 2021	1610119725	152	1047	1199	1047
Fri Jan 08 16:28:35 2021	1610119715	152	1049	1202	1049
Fri Jan 08 16:28:39 2021	1610119719	147	1057	1204	1047
Fri Jan 08 16:28:54 2021	1610119734	144	1087	1231	1087
Fri Jan 08 16:28:54 2021	1610119734	134	1098	1233	1092
Fri Jan 08 16:28:56 2021	1610119736	142	1098	1240	1096
Fri Jan 08 16:28:54 2021	1610119734	154	1089	1243	1089
Fri Jan 08 16:28:24 2021	1610119704	146	1099	1245	1082
Fri Jan 08 16:28:24 2021	1610119704	147	1133	1280	1117
Fri Jan 08 16:28:54 2021	1610119734	132	1162	1294	1162
Fri Jan 08 16:28:24 2021	1610119704	136	1207	1343	1193
Fri Jan 08 16:28:28 2021	1610119708	145	1271	1416	1258
Fri Jan 08 16:28:24 2021	1610119704	146	1305	1451	1288
Fri Jan 08 16:28:24 2021	1610119704	146	1306	1452	1288
Fri Jan 08 16:28:24 2021	1610119704	136	1338	1475	1317
Fri Jan 08 16:28:24 2021	1610119704	136	1342	1478	1338
Fri Jan 08 16:28:24 2021	1610119704	146	1345	1491	1333
Fri Jan 08 16:28:24 2021	1610119704	146	1413	1559	1408
